"id","sire","dam","generation","sex","tank","age","weight","period"
3411,2883,2910,8,1,3,1,552.5,8
3412,2883,2910,8,2,1,1,508.8,8
3413,2883,2910,8,1,3,1,476.4,9
3414,2883,2910,8,2,4,1,518.4,9
3415,2883,2910,8,1,1,1,488.1,9
3416,2883,2910,8,2,1,1,524.6,9
3417,2883,2876,8,1,4,1,439.4,9
3418,2883,2876,8,2,3,1,506.4,9
3419,2883,2876,8,1,3,1,531,8
3420,2883,2876,8,2,2,1,441.1,9
3421,2883,2876,8,1,2,1,534.9,9
3422,2883,2876,8,2,3,1,452.8,9
3423,2883,2876,8,1,4,1,532.3,9
3424,2883,2876,8,2,3,1,530.4,9
3425,2883,3060,8,1,2,1,438.4,9
3426,2883,3060,8,2,2,1,484.8,9
3427,2883,3060,8,1,2,1,457.2,9
3428,2883,3060,8,2,4,1,446.6,8
3429,2883,3060,8,1,2,1,481.3,9
3430,2883,3060,8,2,1,1,387.9,9
3431,2883,3060,8,1,4,1,486.5,9
3432,2883,3060,8,2,1,1,347.3,9
3433,2883,3028,8,1,3,1,574.1,8
3434,2883,3028,8,2,2,1,505.5,8
3435,2883,3028,8,1,1,1,478.4,8
3436,2883,3028,8,2,1,1,477,9
3437,2883,3028,8,1,4,1,546.5,9
3438,2883,3028,8,2,4,1,501.2,9
3439,2883,3028,8,1,3,1,501.4,8
3440,2883,3028,8,2,3,1,509.6,9
3441,3055,3154,8,1,1,1,438.5,8
3442,3055,3154,8,2,1,1,432.2,8
3443,3055,3154,8,1,4,1,477.3,9
3444,3055,3154,8,2,4,1,423.9,9
3445,3055,3154,8,1,4,1,491.9,9
3446,3055,3154,8,2,4,1,391.5,8
3447,3055,3154,8,1,4,1,450.8,9
3448,3055,3154,8,2,4,1,383.5,8
3449,3055,2802,8,1,2,1,428.5,8
3450,3055,2802,8,2,4,1,388.3,9
3451,3055,2802,8,1,4,1,449.2,8
3452,3055,2802,8,2,1,1,380.4,9
3453,3055,2802,8,1,3,1,425.1,8
3454,3055,2802,8,2,3,1,485.7,9
3455,3055,2802,8,1,3,1,448.3,9
3456,3055,2802,8,2,1,1,383.7,9
3457,3055,2930,8,1,1,1,420.2,8
3458,3055,2930,8,2,4,1,429.4,8
3459,3055,2930,8,1,3,1,452.3,9
3460,3055,2930,8,2,2,1,401.1,8
3461,3055,2930,8,1,4,1,363.6,9
3462,3055,2930,8,2,3,1,422.7,8
3463,3055,2930,8,1,1,1,465.1,8
3464,3055,2930,8,2,4,1,411.5,9
3465,3055,2968,8,1,2,1,496.1,9
3466,3055,2968,8,2,1,1,407.3,8
3467,3055,2968,8,1,2,1,359.9,8
3468,3055,2968,8,2,1,1,384.7,8
3469,3055,2968,8,1,1,1,470.6,9
3470,3055,2968,8,2,3,1,390,9
3471,3055,2968,8,1,3,1,487.2,9
3472,3055,2968,8,2,4,1,385.1,8
3473,3055,2942,8,1,2,1,505.5,8
3474,3055,2942,8,2,3,1,547,9
3475,3055,2942,8,1,3,1,464.9,8
3476,3055,2942,8,2,1,1,407.2,9
3477,3055,2942,8,1,3,1,414.7,8
3478,3055,2942,8,2,3,1,399.5,9
3479,3055,2942,8,1,4,1,440,8
3480,3055,2942,8,2,3,1,449.9,9
3481,3051,3146,8,1,2,1,493.9,8
3482,3051,3146,8,2,2,1,413.6,8
3483,3051,3146,8,1,1,1,426.9,8
3484,3051,3146,8,2,3,1,461.1,8
3485,3051,3146,8,1,4,1,363.6,8
3486,3051,3146,8,2,3,1,457.4,8
3487,3051,3146,8,1,2,1,493.6,9
3488,3051,3146,8,2,1,1,482.6,9
3489,3051,3150,8,1,1,1,410,9
3490,3051,3150,8,2,2,1,354.1,8
3491,3051,3150,8,1,3,1,481.5,8
3492,3051,3150,8,2,3,1,443.8,8
3493,3051,3150,8,1,2,1,456.6,9
3494,3051,3150,8,2,2,1,415.5,9
3495,3051,3150,8,1,1,1,428.4,8
3496,3051,3150,8,2,1,1,517.8,9
3497,3051,3086,8,1,2,1,457.8,8
3498,3051,3086,8,2,2,1,455.4,9
3499,3051,3086,8,1,1,1,463,8
3500,3051,3086,8,2,2,1,348.3,8
3501,3051,3086,8,1,4,1,434.7,9
3502,3051,3086,8,2,3,1,284,9
3503,3051,3086,8,1,3,1,527.5,8
3504,3051,3086,8,2,1,1,341.4,8
3505,3051,2954,8,1,4,1,433.9,9
3506,3051,2954,8,2,2,1,415.2,9
3507,3051,2954,8,1,4,1,385.2,9
3508,3051,2954,8,2,3,1,447.2,9
3509,3051,2954,8,1,4,1,469.9,8
3510,3051,2954,8,2,3,1,507.4,9
3511,3051,2954,8,1,3,1,460.7,9
3512,3051,2954,8,2,2,1,451.9,9
3513,3051,2808,8,1,1,1,424.8,9
3514,3051,2808,8,2,1,1,384.3,8
3515,3051,2808,8,1,4,1,425,9
3516,3051,2808,8,2,2,1,349,8
3517,3051,2808,8,1,4,1,416.6,9
3518,3051,2808,8,2,2,1,485.5,8
3519,3051,2808,8,1,3,1,484.4,8
3520,3051,2808,8,2,3,1,373.2,9
3521,3053,3142,8,1,1,1,516.1,9
3522,3053,3142,8,2,3,1,523.1,9
3523,3053,3142,8,1,2,1,537.6,9
3524,3053,3142,8,2,2,1,416,8
3525,3053,3142,8,1,2,1,452,8
3526,3053,3142,8,2,2,1,399.9,9
3527,3053,3142,8,1,2,1,506.9,8
3528,3053,3142,8,2,3,1,489.8,8
3529,3053,3064,8,1,1,1,382,9
3530,3053,3064,8,2,2,1,459.7,9
3531,3053,3064,8,1,4,1,393.7,9
3532,3053,3064,8,2,3,1,347.9,9
3533,3053,3064,8,1,4,1,327.5,8
3534,3053,3064,8,2,3,1,396.5,8
3535,3053,3064,8,1,4,1,284.3,8
3536,3053,3064,8,2,4,1,435,9
3537,3053,3050,8,1,3,1,484.7,9
3538,3053,3050,8,2,3,1,513.1,9
3539,3053,3050,8,1,3,1,547.5,9
3540,3053,3050,8,2,3,1,569.1,9
3541,3053,3050,8,1,1,1,356.8,8
3542,3053,3050,8,2,3,1,463.5,8
3543,3053,3050,8,1,4,1,500.4,8
3544,3053,3050,8,2,1,1,370.6,8
3545,3053,2860,8,1,2,1,453.8,8
3546,3053,2860,8,2,3,1,434.2,8
3547,3053,2860,8,1,2,1,569.3,8
3548,3053,2860,8,2,3,1,433.7,8
3549,3053,2860,8,1,3,1,484.5,9
3550,3053,2860,8,2,2,1,463.7,9
3551,3053,2860,8,1,4,1,475.8,9
3552,3053,2860,8,2,2,1,416.8,9
3553,3053,2832,8,1,2,1,346,8
3554,3053,2832,8,2,3,1,408.4,8
3555,3053,2832,8,1,2,1,477.5,9
3556,3053,2832,8,2,2,1,447.3,9
3557,3053,2832,8,1,2,1,449,8
3558,3053,2832,8,2,4,1,325.5,8
3559,3053,2832,8,1,4,1,420,8
3560,3053,2832,8,2,1,1,335.8,8
3561,3049,3052,8,1,1,1,449.7,8
3562,3049,3052,8,2,2,1,559.3,9
3563,3049,3052,8,1,2,1,478.3,9
3564,3049,3052,8,2,4,1,381.3,9
3565,3049,3052,8,1,1,1,440.8,8
3566,3049,3052,8,2,2,1,511.6,8
3567,3049,3052,8,1,4,1,452.4,9
3568,3049,3052,8,2,4,1,509.5,8
3569,3049,3100,8,1,4,1,440,9
3570,3049,3100,8,2,1,1,451,9
3571,3049,3100,8,1,3,1,539.3,9
3572,3049,3100,8,2,1,1,527.8,9
3573,3049,3100,8,1,2,1,537.5,8
3574,3049,3100,8,2,1,1,354.9,9
3575,3049,3100,8,1,2,1,531.3,9
3576,3049,3100,8,2,1,1,403,8
3577,3049,3048,8,1,4,1,486.5,9
3578,3049,3048,8,2,3,1,484.9,8
3579,3049,3048,8,1,3,1,467.8,9
3580,3049,3048,8,2,4,1,428.4,8
3581,3049,3048,8,1,3,1,574,9
3582,3049,3048,8,2,1,1,492.5,8
3583,3049,3048,8,1,1,1,384.4,9
3584,3049,3048,8,2,1,1,481.3,8
3585,3049,2828,8,1,3,1,519,9
3586,3049,2828,8,2,3,1,462.9,8
3587,3049,2828,8,1,2,1,472.1,8
3588,3049,2828,8,2,2,1,449,8
3589,3049,2828,8,1,2,1,491.1,9
3590,3049,2828,8,2,2,1,531.6,9
3591,3049,2828,8,1,3,1,452.4,9
3592,3049,2828,8,2,4,1,379.4,8
3593,3049,3140,8,1,4,1,500.8,9
3594,3049,3140,8,2,3,1,397.8,9
3595,3049,3140,8,1,3,1,486.7,9
3596,3049,3140,8,2,2,1,542.2,8
3597,3049,3140,8,1,4,1,546.5,9
3598,3049,3140,8,2,4,1,445.4,9
3599,3049,3140,8,1,1,1,503.5,9
3600,3049,3140,8,2,4,1,484.6,8
3601,3593,3586,9,1,4,1,453.5,9
3602,3593,3586,9,2,2,1,416,10
3603,3593,3586,9,1,4,1,535.1,10
3604,3593,3586,9,2,1,1,542,9
3605,3593,3586,9,1,1,1,512,10
3606,3593,3586,9,2,1,1,399.9,10
3607,3593,3586,9,1,4,1,511.6,9
3608,3593,3586,9,2,3,1,550.4,9
3609,3593,3558,9,1,4,1,497.9,9
3610,3593,3558,9,2,4,1,371.9,9
3611,3593,3558,9,1,3,1,499,10
3612,3593,3558,9,2,1,1,454.1,9
3613,3593,3558,9,1,4,1,493.7,9
3614,3593,3558,9,2,3,1,532.7,10
3615,3593,3558,9,1,1,1,450.1,9
3616,3593,3558,9,2,2,1,548.1,10
3617,3593,3404,9,1,2,1,547.5,10
3618,3593,3404,9,2,3,1,568,9
3619,3593,3404,9,1,3,1,517,9
3620,3593,3404,9,2,3,1,489.6,9
3621,3593,3404,9,1,2,1,481.5,10
3622,3593,3404,9,2,3,1,476.4,10
3623,3593,3404,9,1,4,1,563.2,10
3624,3593,3404,9,2,1,1,447.3,10
3625,3593,3402,9,1,4,1,438.8,10
3626,3593,3402,9,2,3,1,601.7,10
3627,3593,3402,9,1,1,1,561.2,10
3628,3593,3402,9,2,3,1,466.3,9
3629,3593,3402,9,1,2,1,405.1,10
3630,3593,3402,9,2,3,1,491.7,9
3631,3593,3402,9,1,2,1,504.7,9
3632,3593,3402,9,2,4,1,486,10
3633,3593,3254,9,1,1,1,469.3,9
3634,3593,3254,9,2,1,1,453.7,10
3635,3593,3254,9,1,2,1,413.3,9
3636,3593,3254,9,2,2,1,533.4,10
3637,3593,3254,9,1,3,1,545.3,9
3638,3593,3254,9,2,2,1,482.9,9
3639,3593,3254,9,1,2,1,495.4,9
3640,3593,3254,9,2,1,1,453.6,9
3641,3541,3530,9,1,3,1,494.3,10
3642,3541,3530,9,2,3,1,478.2,10
3643,3541,3530,9,1,3,1,439.4,10
3644,3541,3530,9,2,4,1,397.2,10
3645,3541,3530,9,1,2,1,409.4,10
3646,3541,3530,9,2,4,1,389,9
3647,3541,3530,9,1,1,1,450.8,10
3648,3541,3530,9,2,4,1,395.6,10
3649,3541,3454,9,1,2,1,507.7,10
3650,3541,3454,9,2,1,1,458.5,9
3651,3541,3454,9,1,4,1,411.9,9
3652,3541,3454,9,2,2,1,430,10
3653,3541,3454,9,1,2,1,492.6,10
3654,3541,3454,9,2,3,1,414.4,9
3655,3541,3454,9,1,2,1,474.9,9
3656,3541,3454,9,2,4,1,364,10
3657,3541,3568,9,1,3,1,476.1,10
3658,3541,3568,9,2,2,1,445.4,9
3659,3541,3568,9,1,2,1,518.5,9
3660,3541,3568,9,2,1,1,440.4,9
3661,3541,3568,9,1,2,1,421.7,9
3662,3541,3568,9,2,4,1,376.4,10
3663,3541,3568,9,1,1,1,514,10
3664,3541,3568,9,2,1,1,375.9,10
3665,3541,3582,9,1,1,1,524.6,10
3666,3541,3582,9,2,3,1,471,10
3667,3541,3582,9,1,1,1,454,10
3668,3541,3582,9,2,1,1,438.3,10
3669,3541,3582,9,1,3,1,415.1,10
3670,3541,3582,9,2,2,1,420.4,10
3671,3541,3582,9,1,1,1,424.1,9
3672,3541,3582,9,2,2,1,441.3,9
3673,3541,3526,9,1,4,1,369.8,9
3674,3541,3526,9,2,2,1,431.4,10
3675,3541,3526,9,1,4,1,414.2,9
3676,3541,3526,9,2,1,1,351.4,10
3677,3541,3526,9,1,4,1,457.6,9
3678,3541,3526,9,2,4,1,430.3,10
3679,3541,3526,9,1,1,1,398.2,10
3680,3541,3526,9,2,1,1,278.3,10
3681,3523,3594,9,1,1,1,486.1,10
3682,3523,3594,9,2,1,1,422.6,10
3683,3523,3594,9,1,3,1,467.8,9
3684,3523,3594,9,2,2,1,467.6,10
3685,3523,3594,9,1,1,1,358.8,9
3686,3523,3594,9,2,2,1,465.6,10
3687,3523,3594,9,1,2,1,347.1,9
3688,3523,3594,9,2,2,1,385.6,10
3689,3523,3322,9,1,2,1,398.6,10
3690,3523,3322,9,2,4,1,344.6,9
3691,3523,3322,9,1,4,1,373.7,9
3692,3523,3322,9,2,3,1,418.8,10
3693,3523,3322,9,1,3,1,529.1,9
3694,3523,3322,9,2,4,1,378.3,10
3695,3523,3322,9,1,3,1,474.4,9
3696,3523,3322,9,2,1,1,392.3,10
3697,3523,3564,9,1,4,1,331.4,9
3698,3523,3564,9,2,3,1,409.6,10
3699,3523,3564,9,1,2,1,395.8,10
3700,3523,3564,9,2,1,1,400.9,9
3701,3523,3564,9,1,4,1,335.5,9
3702,3523,3564,9,2,1,1,338.5,10
3703,3523,3564,9,1,3,1,387,10
3704,3523,3564,9,2,1,1,377.4,9
3705,3523,3470,9,1,1,1,399,10
3706,3523,3470,9,2,3,1,364.1,10
3707,3523,3470,9,1,2,1,448.4,10
3708,3523,3470,9,2,3,1,503.3,9
3709,3523,3470,9,1,1,1,447.8,10
3710,3523,3470,9,2,1,1,364.8,10
3711,3523,3470,9,1,3,1,456.5,9
3712,3523,3470,9,2,2,1,409.7,10
3713,3523,3554,9,1,3,1,536.9,9
3714,3523,3554,9,2,3,1,393.2,9
3715,3523,3554,9,1,2,1,478.7,9
3716,3523,3554,9,2,3,1,495.3,9
3717,3523,3554,9,1,3,1,414,9
3718,3523,3554,9,2,4,1,374.6,10
3719,3523,3554,9,1,2,1,461.8,10
3720,3523,3554,9,2,3,1,479.3,9
3721,3599,3578,9,1,3,1,630.2,9
3722,3599,3578,9,2,3,1,582.6,9
3723,3599,3578,9,1,3,1,614.5,9
3724,3599,3578,9,2,3,1,490,9
3725,3599,3578,9,1,3,1,548.6,10
3726,3599,3578,9,2,1,1,490.9,10
3727,3599,3578,9,1,3,1,528.3,9
3728,3599,3578,9,2,4,1,492.2,9
3729,3599,3562,9,1,4,1,466.6,10
3730,3599,3562,9,2,3,1,479.5,9
3731,3599,3562,9,1,2,1,430.3,9
3732,3599,3562,9,2,2,1,534.4,9
3733,3599,3562,9,1,4,1,523.7,10
3734,3599,3562,9,2,3,1,600.7,10
3735,3599,3562,9,1,4,1,498.7,9
3736,3599,3562,9,2,4,1,455.9,9
3737,3599,3246,9,1,3,1,514.9,10
3738,3599,3246,9,2,3,1,491.5,9
3739,3599,3246,9,1,3,1,537.8,10
3740,3599,3246,9,2,1,1,488.7,10
3741,3599,3246,9,1,3,1,448.2,10
3742,3599,3246,9,2,3,1,499.4,9
3743,3599,3246,9,1,3,1,469.1,9
3744,3599,3246,9,2,3,1,385.6,10
3745,3599,3538,9,1,1,1,581.3,10
3746,3599,3538,9,2,1,1,388.7,10
3747,3599,3538,9,1,3,1,463.4,10
3748,3599,3538,9,2,4,1,444.7,10
3749,3599,3538,9,1,3,1,545.1,9
3750,3599,3538,9,2,3,1,517.1,10
3751,3599,3538,9,1,1,1,452.8,10
3752,3599,3538,9,2,4,1,471,9
3753,3599,3584,9,1,2,1,471.3,10
3754,3599,3584,9,2,2,1,491.6,10
3755,3599,3584,9,1,4,1,462.9,10
3756,3599,3584,9,2,4,1,522.2,10
3757,3599,3584,9,1,2,1,576.4,10
3758,3599,3584,9,2,3,1,557.4,9
3759,3599,3584,9,1,3,1,551.6,9
3760,3599,3584,9,2,2,1,463.6,9
3761,3583,3360,9,1,1,1,496.5,10
3762,3583,3360,9,2,4,1,388,9
3763,3583,3360,9,1,2,1,461.7,10
3764,3583,3360,9,2,4,1,455.6,10
3765,3583,3360,9,1,3,1,470.2,10
3766,3583,3360,9,2,1,1,396.5,9
3767,3583,3360,9,1,2,1,548.5,10
3768,3583,3360,9,2,3,1,511.7,9
3769,3583,3256,9,1,2,1,536.5,9
3770,3583,3256,9,2,4,1,349.5,10
3771,3583,3256,9,1,3,1,338.2,10
3772,3583,3256,9,2,3,1,466,9
3773,3583,3256,9,1,2,1,414.3,9
3774,3583,3256,9,2,4,1,364.7,10
3775,3583,3256,9,1,2,1,388.4,10
3776,3583,3256,9,2,4,1,330.3,9
3777,3583,3590,9,1,1,1,350,9
3778,3583,3590,9,2,3,1,463.6,9
3779,3583,3590,9,1,4,1,444.1,10
3780,3583,3590,9,2,2,1,394.3,9
3781,3583,3590,9,1,1,1,489.4,10
3782,3583,3590,9,2,1,1,351,9
3783,3583,3590,9,1,3,1,489.4,10
3784,3583,3590,9,2,1,1,383.1,10
3785,3583,3236,9,1,2,1,482.2,10
3786,3583,3236,9,2,4,1,502.1,9
3787,3583,3236,9,1,3,1,612.4,9
3788,3583,3236,9,2,2,1,482.8,10
3789,3583,3236,9,1,2,1,509.7,9
3790,3583,3236,9,2,3,1,432.9,9
3791,3583,3236,9,1,1,1,570.7,9
3792,3583,3236,9,2,2,1,477.1,10
3793,3583,3534,9,1,3,1,549.3,10
3794,3583,3534,9,2,4,1,452.3,10
3795,3583,3534,9,1,2,1,492.1,9
3796,3583,3534,9,2,4,1,377.9,10
3797,3583,3534,9,1,4,1,453.1,10
3798,3583,3534,9,2,1,1,388.3,10
3799,3583,3534,9,1,3,1,426.6,9
3800,3583,3534,9,2,4,1,453.8,10
3801,3595,3552,9,1,1,1,426.1,10
3802,3595,3552,9,2,1,1,504,9
3803,3595,3552,9,1,1,1,451.9,10
3804,3595,3552,9,2,4,1,470.5,9
3805,3595,3552,9,1,4,1,497.3,10
3806,3595,3552,9,2,4,1,410.8,9
3807,3595,3552,9,1,2,1,504.7,9
3808,3595,3552,9,2,1,1,443.3,10
3809,3595,3540,9,1,3,1,487.2,9
3810,3595,3540,9,2,3,1,507.4,9
3811,3595,3540,9,1,4,1,422.9,10
3812,3595,3540,9,2,4,1,397.1,9
3813,3595,3540,9,1,4,1,485.3,9
3814,3595,3540,9,2,1,1,426.4,10
3815,3595,3540,9,1,2,1,449.7,9
3816,3595,3540,9,2,3,1,421.2,9
3817,3595,3418,9,1,1,1,519,10
3818,3595,3418,9,2,4,1,541.3,9
3819,3595,3418,9,1,3,1,472.3,10
3820,3595,3418,9,2,1,1,488.5,9
3821,3595,3418,9,1,4,1,475,9
3822,3595,3418,9,2,2,1,500.5,9
3823,3595,3418,9,1,4,1,527,9
3824,3595,3418,9,2,4,1,453.8,10
3825,3595,3368,9,1,4,1,388.4,9
3826,3595,3368,9,2,3,1,360.5,10
3827,3595,3368,9,1,3,1,457.1,9
3828,3595,3368,9,2,2,1,426.3,9
3829,3595,3368,9,1,2,1,495.8,10
3830,3595,3368,9,2,3,1,371.9,10
3831,3595,3368,9,1,2,1,532.4,10
3832,3595,3368,9,2,3,1,397.5,10
3833,3595,3580,9,1,3,1,546.4,10
3834,3595,3580,9,2,4,1,502,10
3835,3595,3580,9,1,3,1,488,9
3836,3595,3580,9,2,3,1,538.5,9
3837,3595,3580,9,1,2,1,532.3,10
3838,3595,3580,9,2,4,1,505.4,9
3839,3595,3580,9,1,1,1,434.4,10
3840,3595,3580,9,2,3,1,541.4,10
3841,3577,3358,9,1,2,1,422.3,9
3842,3577,3358,9,2,1,1,392.3,10
3843,3577,3358,9,1,4,1,454.6,9
3844,3577,3358,9,2,2,1,455.5,10
3845,3577,3358,9,1,3,1,514,9
3846,3577,3358,9,2,3,1,431.4,9
3847,3577,3358,9,1,4,1,480.5,10
3848,3577,3358,9,2,1,1,397.6,10
3849,3577,3528,9,1,3,1,444.8,9
3850,3577,3528,9,2,3,1,535.4,9
3851,3577,3528,9,1,3,1,567.9,9
3852,3577,3528,9,2,2,1,415.3,10
3853,3577,3528,9,1,1,1,378,10
3854,3577,3528,9,2,4,1,373.1,9
3855,3577,3528,9,1,2,1,495.1,10
3856,3577,3528,9,2,3,1,393.3,9
3857,3577,3506,9,1,2,1,453,10
3858,3577,3506,9,2,4,1,457.4,9
3859,3577,3506,9,1,4,1,449.6,10
3860,3577,3506,9,2,3,1,432.8,10
3861,3577,3506,9,1,3,1,523.5,10
3862,3577,3506,9,2,1,1,394,10
3863,3577,3506,9,1,1,1,511.2,10
3864,3577,3506,9,2,4,1,385,9
3865,3577,3532,9,1,3,1,480.9,10
3866,3577,3532,9,2,4,1,347.4,9
3867,3577,3532,9,1,3,1,461.1,9
3868,3577,3532,9,2,2,1,450.9,9
3869,3577,3532,9,1,2,1,503.6,9
3870,3577,3532,9,2,1,1,412.9,9
3871,3577,3532,9,1,2,1,464.8,10
3872,3577,3532,9,2,2,1,455.1,9
3873,3577,3596,9,1,1,1,341.4,10
3874,3577,3596,9,2,3,1,527.2,9
3875,3577,3596,9,1,2,1,558.5,10
3876,3577,3596,9,2,3,1,537.4,10
3877,3577,3596,9,1,3,1,458.3,10
3878,3577,3596,9,2,4,1,608.6,9
3879,3577,3596,9,1,4,1,462.1,10
3880,3577,3596,9,2,1,1,461.2,10
3881,3565,3448,9,1,2,1,444,10
3882,3565,3448,9,2,3,1,558.9,10
3883,3565,3448,9,1,4,1,443.8,9
3884,3565,3448,9,2,3,1,434.3,10
3885,3565,3448,9,1,2,1,499.8,10
3886,3565,3448,9,2,4,1,469.7,10
3887,3565,3448,9,1,3,1,475.3,10
3888,3565,3448,9,2,3,1,465.8,10
3889,3565,3542,9,1,3,1,509.8,9
3890,3565,3542,9,2,1,1,476,10
3891,3565,3542,9,1,3,1,480.1,10
3892,3565,3542,9,2,3,1,487.4,10
3893,3565,3542,9,1,2,1,456,10
3894,3565,3542,9,2,3,1,465.9,10
3895,3565,3542,9,1,2,1,477.4,10
3896,3565,3542,9,2,2,1,518.6,10
3897,3565,3396,9,1,4,1,424,10
3898,3565,3396,9,2,4,1,377.9,10
3899,3565,3396,9,1,4,1,446,9
3900,3565,3396,9,2,3,1,441.5,10
3901,3565,3396,9,1,4,1,498.6,10
3902,3565,3396,9,2,2,1,475.9,10
3903,3565,3396,9,1,2,1,441.8,9
3904,3565,3396,9,2,2,1,482.2,9
3905,3565,3524,9,1,4,1,503.7,9
3906,3565,3524,9,2,2,1,390.4,9
3907,3565,3524,9,1,1,1,451.5,10
3908,3565,3524,9,2,1,1,522.6,10
3909,3565,3524,9,1,1,1,484.4,10
3910,3565,3524,9,2,4,1,460,10
3911,3565,3524,9,1,3,1,557.4,9
3912,3565,3524,9,2,3,1,407.3,10
3913,3565,3356,9,1,1,1,473.9,9
3914,3565,3356,9,2,3,1,441.4,9
3915,3565,3356,9,1,2,1,466.7,10
3916,3565,3356,9,2,4,1,495.8,10
3917,3565,3356,9,1,3,1,531.3,9
3918,3565,3356,9,2,3,1,467.4,10
3919,3565,3356,9,1,3,1,452.3,9
3920,3565,3356,9,2,3,1,513.1,10
3921,3527,3598,9,1,3,1,453,9
3922,3527,3598,9,2,4,1,422.1,10
3923,3527,3598,9,1,4,1,460,9
3924,3527,3598,9,2,1,1,473,10
3925,3527,3598,9,1,4,1,472.8,10
3926,3527,3598,9,2,3,1,510.9,10
3927,3527,3598,9,1,1,1,562.1,10
3928,3527,3598,9,2,1,1,499.1,9
3929,3527,3432,9,1,2,1,432.7,9
3930,3527,3432,9,2,3,1,462.8,9
3931,3527,3432,9,1,1,1,453.3,9
3932,3527,3432,9,2,4,1,400.2,9
3933,3527,3432,9,1,4,1,478.7,10
3934,3527,3432,9,2,4,1,353.8,10
3935,3527,3432,9,1,3,1,468.7,9
3936,3527,3432,9,2,3,1,519,9
3937,3527,3566,9,1,1,1,450.2,9
3938,3527,3566,9,2,2,1,384,10
3939,3527,3566,9,1,4,1,389.3,9
3940,3527,3566,9,2,2,1,441.4,10
3941,3527,3566,9,1,1,1,510.6,9
3942,3527,3566,9,2,1,1,471.5,9
3943,3527,3566,9,1,1,1,374.1,10
3944,3527,3566,9,2,1,1,417.4,9
3945,3527,3600,9,1,2,1,482.1,10
3946,3527,3600,9,2,2,1,497.4,9
3947,3527,3600,9,1,2,1,446,10
3948,3527,3600,9,2,3,1,486.3,10
3949,3527,3600,9,1,3,1,555.5,9
3950,3527,3600,9,2,2,1,473.4,9
3951,3527,3600,9,1,2,1,419.4,9
3952,3527,3600,9,2,3,1,490.8,10
3953,3527,3340,9,1,3,1,573.4,9
3954,3527,3340,9,2,2,1,423.5,10
3955,3527,3340,9,1,3,1,486.9,9
3956,3527,3340,9,2,3,1,418.7,9
3957,3527,3340,9,1,1,1,432.9,9
3958,3527,3340,9,2,3,1,429.4,9
3959,3527,3340,9,1,2,1,571.5,10
3960,3527,3340,9,2,1,1,444.6,9
3961,3537,3364,9,1,1,1,354.3,10
3962,3537,3364,9,2,2,1,463,10
3963,3537,3364,9,1,4,1,447.6,10
3964,3537,3364,9,2,4,1,412.7,9
3965,3537,3364,9,1,1,1,411.6,10
3966,3537,3364,9,2,4,1,392.1,9
3967,3537,3364,9,1,1,1,368.6,9
3968,3537,3364,9,2,3,1,362.5,9
3969,3537,3544,9,1,1,1,436.5,9
3970,3537,3544,9,2,2,1,464,10
3971,3537,3544,9,1,1,1,446.4,10
3972,3537,3544,9,2,2,1,404.2,10
3973,3537,3544,9,1,3,1,473.8,10
3974,3537,3544,9,2,1,1,503.9,9
3975,3537,3544,9,1,2,1,503,10
3976,3537,3544,9,2,3,1,457,9
3977,3537,3408,9,1,4,1,450.5,9
3978,3537,3408,9,2,1,1,371.7,10
3979,3537,3408,9,1,3,1,437.5,9
3980,3537,3408,9,2,1,1,324.3,9
3981,3537,3408,9,1,1,1,486.1,9
3982,3537,3408,9,2,2,1,301.6,10
3983,3537,3408,9,1,1,1,420.3,10
3984,3537,3408,9,2,4,1,420,10
3985,3537,3522,9,1,4,1,515.3,9
3986,3537,3522,9,2,4,1,453.1,9
3987,3537,3522,9,1,4,1,461.4,9
3988,3537,3522,9,2,2,1,503.9,9
3989,3537,3522,9,1,3,1,467.3,10
3990,3537,3522,9,2,4,1,442.9,9
3991,3537,3522,9,1,1,1,531.9,10
3992,3537,3522,9,2,2,1,491.6,10
3993,3537,3344,9,1,3,1,510.9,9
3994,3537,3344,9,2,2,1,531.2,9
3995,3537,3344,9,1,4,1,398.2,9
3996,3537,3344,9,2,3,1,513.2,10
3997,3537,3344,9,1,3,1,513.9,9
3998,3537,3344,9,2,1,1,401.6,10
3999,3537,3344,9,1,1,1,465.9,9
4000,3537,3344,9,2,3,1,541.9,9
4001,3911,3612,10,1,2,1,418.8,10
4002,3911,3612,10,2,1,1,365.1,10
4003,3911,3612,10,1,3,1,493.1,11
4004,3911,3612,10,2,3,1,449.9,11
4005,3911,3612,10,1,2,1,523.1,10
4006,3911,3612,10,2,3,1,539.2,10
4007,3911,3612,10,1,4,1,471.9,11
4008,3911,3612,10,2,3,1,381.9,11
4009,3911,3610,10,1,3,1,490.7,11
4010,3911,3610,10,2,1,1,455.8,11
4011,3911,3610,10,1,1,1,445.2,10
4012,3911,3610,10,2,4,1,503.7,10
4013,3911,3610,10,1,2,1,504.1,11
4014,3911,3610,10,2,2,1,525.3,10
4015,3911,3610,10,1,1,1,459.2,11
4016,3911,3610,10,2,2,1,460.8,11
4017,3911,3840,10,1,4,1,411.2,10
4018,3911,3840,10,2,1,1,418,10
4019,3911,3840,10,1,2,1,481.3,10
4020,3911,3840,10,2,3,1,466.3,10
4021,3911,3840,10,1,1,1,382.9,11
4022,3911,3840,10,2,4,1,346,10
4023,3911,3840,10,1,3,1,504.5,10
4024,3911,3840,10,2,1,1,420.9,10
