"id","sire","dam","gen","sex","tank","bwt","fwt","minl","period"
549,25,120,1,1,2,178.4,157.6,607.4,2
550,25,120,1,2,1,172.6,125.5,548.5,1
551,25,120,1,1,4,133.3,174.1,609.1,2
552,25,120,1,2,3,158.8,142.5,568.7,2
553,25,74,1,1,1,143.1,150.6,648.5,1
554,25,74,1,2,2,140.4,92.6,610.3,2
555,25,74,1,1,1,155.8,170,592.6,2
556,25,74,1,2,1,153.2,109.6,593.1,2
557,25,74,1,1,3,100,108.9,645.9,1
558,25,74,1,2,2,140.4,134,616.8,2
559,25,74,1,1,3,156.5,135.6,635.2,1
560,25,74,1,2,1,172.1,142.2,595.6,2
561,229,236,1,1,3,174.3,183.3,637.4,2
562,229,236,1,2,4,223.3,195.9,623.7,1
563,229,236,1,1,3,177.3,158.9,626.8,2
564,229,236,1,2,1,172.5,146.8,565.2,1
565,229,236,1,1,3,136.9,135,579,2
566,229,236,1,2,2,187.9,183.7,654.4,2
567,229,236,1,1,2,172.4,112.4,648.3,1
568,229,236,1,2,1,193.1,133.3,516.4,1
569,229,36,1,1,3,165.2,172.6,648.2,1
570,229,36,1,2,4,148.6,187.3,598.3,1
571,229,36,1,1,3,138.1,139.9,676.7,2
572,229,36,1,2,3,116.1,157.7,579.4,2
573,229,36,1,1,4,145.6,173.5,663.6,1
574,229,36,1,2,2,161.6,147.7,612.8,1
575,229,36,1,1,3,137.4,171.9,635.9,2
576,229,36,1,2,3,150.1,164,594.9,2
577,229,166,1,1,3,175.1,153.6,670.4,1
578,229,166,1,2,2,140.8,137.5,548.4,1
579,229,166,1,1,2,153.8,163.2,692.3,2
580,229,166,1,2,1,180.2,124.8,655,2
581,229,166,1,1,4,152.9,183.9,632.8,1
582,229,166,1,2,3,154.4,141.5,597.3,1
583,229,166,1,1,1,207.6,197,673.8,1
584,229,166,1,2,3,176.4,143.7,647.1,2
585,229,146,1,1,4,159.1,155.8,658.8,2
586,229,146,1,2,3,175.5,160.1,634.7,2
587,229,146,1,1,2,148.1,155.3,644.5,2
588,229,146,1,2,2,158.4,152.8,676.1,2
589,229,146,1,1,1,148.1,166,606.9,2
590,229,146,1,2,2,172.7,168.6,637.1,2
591,229,146,1,1,3,145.9,127.4,634.7,1
592,229,146,1,2,3,153.8,119.7,602.7,2
593,229,340,1,1,1,177.1,133.1,598.7,2
594,229,340,1,2,4,162.1,119.9,600.9,1
595,229,340,1,1,3,161.9,179.6,682.6,1
596,229,340,1,2,4,164.3,93.9,595.3,1
597,229,340,1,1,4,172.8,207.3,560,2
598,229,340,1,2,3,153.7,122.4,596.8,1
599,229,340,1,1,3,197.2,156.3,679,2
600,229,340,1,2,3,125.1,113.7,643.7,2
601,1,234,1,1,1,179.5,149,542.5,2
602,1,234,1,2,3,164.5,154.8,658,2
603,1,234,1,1,4,118.7,152.1,557.8,2
604,1,234,1,2,3,141,163.7,647.4,2
605,1,234,1,1,2,136.4,128.9,592.5,2
606,1,234,1,2,4,163.3,210.3,528.4,1
607,1,234,1,1,1,149.3,93,591.1,1
608,1,234,1,2,2,152.3,175.8,534.2,2
609,1,24,1,1,4,143.7,133.4,623.7,2
610,1,24,1,2,1,164.3,88.2,543,2
611,1,24,1,1,1,143.7,130.7,593.1,1
612,1,24,1,2,1,129,114.6,555.4,1
613,1,24,1,1,1,170.8,148,601.6,2
614,1,24,1,2,1,194.3,146.9,537.2,1
615,1,24,1,1,4,199.6,213,593.9,1
616,1,24,1,2,4,167.4,118,567.8,2
617,1,64,1,1,1,162.6,167.8,640.9,2
618,1,64,1,2,4,139.5,152.4,575,2
619,1,64,1,1,4,138.3,166.2,599.1,2
620,1,64,1,2,4,178.4,144.2,551.5,1
621,1,64,1,1,2,167.4,147.1,608.8,1
622,1,64,1,2,1,139.3,88.6,573.8,2
623,1,64,1,1,2,135.3,195.5,604.8,2
624,1,64,1,2,4,132,108,558.6,1
625,1,10,1,1,4,106.1,122.1,555.9,2
626,1,10,1,2,3,185.5,123.2,641.5,1
627,1,10,1,1,1,160.7,142.9,646.9,2
628,1,10,1,2,4,155.2,191.7,627.4,1
629,1,10,1,1,4,152.3,123.3,583.4,1
630,1,10,1,2,4,145.7,147.8,665,2
631,1,10,1,1,1,166.9,161,626.5,1
632,1,10,1,2,3,171.5,152.8,626.6,2
633,1,62,1,1,3,126.1,93.4,633.3,1
634,1,62,1,2,2,166.1,174.5,629,2
635,1,62,1,1,3,151,142.1,602.3,1
636,1,62,1,2,3,152.8,116.4,694.4,2
637,1,62,1,1,4,145.8,156.2,566.4,1
638,1,62,1,2,3,163,128,599.5,1
639,1,62,1,1,2,210.5,166.5,694.4,2
640,1,62,1,2,1,160.4,152.4,596.7,2
641,201,344,1,1,1,120.4,157,652,2
642,201,344,1,2,2,189.6,153.3,611.2,1
643,201,344,1,1,1,117.2,216.6,547.3,1
644,201,344,1,2,4,143.6,109.9,631.8,2
645,201,344,1,1,4,146.7,103.4,602.1,1
646,201,344,1,2,2,151.4,137.8,600.4,2
647,201,344,1,1,4,163.9,151.7,580.4,2
648,201,344,1,2,4,139.2,136,567.4,1
649,201,282,1,1,3,144,162.9,566.8,2
650,201,282,1,2,2,166.4,195.9,550.5,1
651,201,282,1,1,1,151.5,167.2,569.5,2
652,201,282,1,2,2,149.5,141.4,554,1
653,201,282,1,1,1,162.1,173.1,561.4,1
654,201,282,1,2,4,162.6,165.5,515.1,1
655,201,282,1,1,4,164.4,182.3,573.3,1
656,201,282,1,2,1,152.2,164.4,593.3,1
657,201,288,1,1,4,154.4,153.4,593.9,1
658,201,288,1,2,2,173.6,212.4,647.6,1
659,201,288,1,1,2,136.6,168.6,596.2,2
660,201,288,1,2,1,132.5,148.7,556.2,2
661,201,288,1,1,2,141.1,174.5,621.7,1
662,201,288,1,2,2,204.2,208,601,2
663,201,288,1,1,4,147,162.6,648.5,1
664,201,288,1,2,1,165.3,156.3,541.3,2
665,201,364,1,1,4,148.3,213.5,631.8,1
666,201,364,1,2,2,145.4,144.7,610.5,1
667,201,364,1,1,4,162,234.2,573.7,2
668,201,364,1,2,3,98.9,116.1,625.4,2
669,201,364,1,1,1,154.7,163.3,664.9,2
670,201,364,1,2,1,141.5,142.5,568.8,2
671,201,364,1,1,4,143.9,201.6,546.7,1
672,201,364,1,2,1,138.9,161.8,625.7,1
673,201,346,1,1,4,122.3,162,571,1
674,201,346,1,2,4,142.4,168.1,640.8,1
675,201,346,1,1,4,135,202.5,541.7,1
676,201,346,1,2,1,139.1,148.1,536.8,2
677,201,346,1,1,4,175.8,154.6,548.9,1
678,201,346,1,2,3,153.6,138.7,652,1
679,201,346,1,1,2,174.6,149.4,589,1
680,201,346,1,2,3,118.4,132.7,518.5,2
681,117,76,1,1,4,117.1,108.3,603.7,2
682,117,76,1,2,1,178,127.7,646.4,2
683,117,76,1,1,3,154.3,138.9,621.7,1
684,117,76,1,2,4,178.8,118.4,511.2,1
685,117,76,1,1,1,149.7,122.9,646.2,2
686,117,76,1,2,4,151.2,173.5,569.9,1
687,117,76,1,1,1,151.5,137.4,607.4,2
688,117,76,1,2,2,164.6,81.8,628.7,2
689,117,238,1,1,2,112.8,146.2,555.4,1
690,117,238,1,2,4,196.9,166.4,566.9,1
691,117,238,1,1,1,174.5,165.3,625.7,2
692,117,238,1,2,4,139.6,126.6,595.6,1
693,117,238,1,1,3,149.4,119.3,590.7,2
694,117,238,1,2,1,167.3,139.4,578.1,2
695,117,238,1,1,3,135.2,103.3,667.4,1
696,117,238,1,2,4,183.6,124.6,622.3,1
697,117,388,1,1,2,149.6,187.5,635.9,2
698,117,388,1,2,3,198.9,160.2,590.9,1
699,117,388,1,1,4,141.2,115.3,586.8,2
700,117,388,1,2,1,223.1,153.9,622.7,1
701,117,388,1,1,1,162.2,176,669.8,2
702,117,388,1,2,1,176.9,98.7,561.4,1
703,117,388,1,1,3,154.9,170.9,679,2
704,117,388,1,2,2,172.7,133.9,612.9,1
705,117,130,1,1,3,163.1,183.4,621.7,2
706,117,130,1,2,3,210,157.2,628,2
707,117,130,1,1,4,167.8,128.2,554.8,1
708,117,130,1,2,4,178.8,134.2,557.8,2
709,117,130,1,1,2,111.9,168.2,563.1,1
710,117,130,1,2,3,151.1,151.8,547.3,2
711,117,130,1,1,1,145.4,138.8,563.3,1
712,117,130,1,2,1,148.5,137.1,571,1
713,117,192,1,1,3,155.7,116.7,625.4,1
714,117,192,1,2,1,178.6,134.6,588.8,2
715,117,192,1,1,2,219.3,142,591.6,2
716,117,192,1,2,1,136,150.7,590.9,2
717,117,192,1,1,3,167.5,166.4,596.3,1
718,117,192,1,2,2,195.6,119.3,629.6,2
719,117,192,1,1,2,169.3,198.2,614.5,1
720,117,192,1,2,3,177.5,129,601.6,1
721,217,310,1,1,4,116,162.8,605,2
722,217,310,1,2,4,165.1,128.3,606.2,1
723,217,310,1,1,2,179,164.6,617.1,1
724,217,310,1,2,1,175.6,200.6,612.2,1
725,217,310,1,1,4,125.4,146.9,611.7,2
726,217,310,1,2,2,183.5,186.2,555.1,1
727,217,310,1,1,2,179.9,179.5,617.9,1
728,217,310,1,2,2,211.6,149.1,586.7,1
729,217,248,1,1,1,120.5,114.4,605.1,1
730,217,248,1,2,1,150.9,157.7,596.9,2
731,217,248,1,1,3,140,97.5,667,2
732,217,248,1,2,2,164.9,198.3,624.9,1
733,217,248,1,1,1,137.7,184.4,614.6,2
734,217,248,1,2,1,137.1,152.4,618.8,2
735,217,248,1,1,2,140.6,194.8,621.9,2
736,217,248,1,2,3,177.3,138.5,587.9,1
737,217,208,1,1,1,185,194.8,548.7,2
738,217,208,1,2,2,159.2,163.6,571,2
739,217,208,1,1,4,160.8,184.3,555.8,2
740,217,208,1,2,2,198.3,141,642.9,2
741,217,208,1,1,2,197.2,181,699.5,1
742,217,208,1,2,4,146.6,145.1,581.7,1
743,217,208,1,1,4,138.4,161.1,602,1
744,217,208,1,2,3,151.3,186.6,643.5,1
745,217,380,1,1,2,181.4,127.6,585.4,2
746,217,380,1,2,2,178.7,178.5,584.6,2
747,217,380,1,1,2,128.6,175.8,628.6,1
748,217,380,1,2,4,203.4,184.4,633,2
749,217,380,1,1,3,179.3,168.8,604.8,2
750,217,380,1,2,2,134.6,146.1,626.8,1
751,217,380,1,1,1,144.9,127.9,629.2,1
752,217,380,1,2,1,168.7,169.4,623.4,2
753,217,138,1,1,1,169.7,189.3,634.2,2
754,217,138,1,2,4,129.3,116.5,644.7,1
755,217,138,1,1,2,142.9,150.8,636.9,2
756,217,138,1,2,2,172,142.6,627.2,2
757,217,138,1,1,3,136.5,154,631.1,1
758,217,138,1,2,3,145.3,112.5,609.5,2
759,217,138,1,1,4,159.2,181.9,596.8,2
760,217,138,1,2,4,164.2,169.3,634.1,2
761,255,6,1,1,2,116.8,132.4,593.9,2
762,255,6,1,2,4,158.5,127.8,582.1,1
763,255,6,1,1,3,120.4,82.2,608.6,2
764,255,6,1,2,3,131.9,91.5,603.8,2
765,255,6,1,1,3,169.3,120.9,585.3,2
766,255,6,1,2,2,145.4,165,567.1,1
767,255,6,1,1,4,164.5,200.9,596.3,2
768,255,6,1,2,1,142.9,124.7,583.3,1
769,255,90,1,1,3,202.6,193.6,601.5,1
770,255,90,1,2,2,150.2,131,651.4,1
771,255,90,1,1,4,151.2,165.9,592.4,2
772,255,90,1,2,3,162.5,157.4,555.5,2
773,255,90,1,1,4,132,207.1,599.1,1
774,255,90,1,2,4,126.4,160.8,564,1
775,255,90,1,1,1,158.2,160.9,558.3,2
776,255,90,1,2,3,158.8,133.7,564.5,2
777,255,106,1,1,1,135.5,96.3,606.4,1
778,255,106,1,2,3,158.4,106,618.1,2
779,255,106,1,1,4,155.2,156.6,639.9,1
780,255,106,1,2,1,178.7,145.8,599.9,1
781,255,106,1,1,2,151.1,177.5,632,2
782,255,106,1,2,4,171,125.2,543.1,1
783,255,106,1,1,1,119.2,133.7,651.8,2
784,255,106,1,2,4,123.1,165.4,581.9,1
785,255,250,1,1,1,176.5,148.6,673.7,2
786,255,250,1,2,2,180.5,82.8,626,2
787,255,250,1,1,1,177.7,148.6,640.9,2
788,255,250,1,2,4,143.3,180.1,625.1,1
789,255,250,1,1,2,150.7,161,568.4,2
790,255,250,1,2,4,132.7,153.4,538.4,2
791,255,250,1,1,1,139.5,155.7,609.2,2
792,255,250,1,2,3,116.2,172.4,597.9,1
793,255,86,1,1,3,104.3,92.5,612.7,2
794,255,86,1,2,4,153.6,187.2,540.9,1
795,255,86,1,1,2,107.7,103.4,636.4,2
796,255,86,1,2,1,133.9,123.7,607.3,1
797,255,86,1,1,2,156.8,172,583.6,2
798,255,86,1,2,4,129.5,121,588.8,1
799,255,86,1,1,2,132.1,185.6,644.1,1
800,255,86,1,2,2,109.1,130.2,545.7,2
801,563,702,2,1,2,141.3,121.4,619,2
802,563,702,2,2,1,209.8,174.1,578.2,2
803,563,702,2,1,1,129.8,148.1,598.4,3
804,563,702,2,2,3,179.4,161.4,669.8,2
805,563,702,2,1,3,180.2,163.7,597.9,2
806,563,702,2,2,2,240.1,169.1,603.3,3
807,563,702,2,1,1,112.7,135.8,592,3
808,563,702,2,2,2,182.8,161.9,580.8,2
809,563,410,2,1,1,149.5,168.5,642.3,3
810,563,410,2,2,2,194.4,127.6,599.2,3
811,563,410,2,1,2,176.3,159.9,570.5,3
812,563,410,2,2,3,173.7,154.8,597,2
813,563,410,2,1,3,184.5,119.6,639.1,2
814,563,410,2,2,4,183.4,157,592.5,3
815,563,410,2,1,4,139.9,135.4,568.6,2
816,563,410,2,2,2,172.5,106,619.7,2
817,563,412,2,1,1,152.8,186.8,606.7,3
818,563,412,2,2,1,184.9,121.9,591.3,2
819,563,412,2,1,2,165.5,120.7,624.3,2
820,563,412,2,2,3,183.8,118.6,625.7,2
821,563,412,2,1,1,149.8,212.3,594.8,3
822,563,412,2,2,2,217.3,193.2,630.9,2
823,563,412,2,1,3,164.6,169.2,631.6,2
824,563,412,2,2,2,156.1,133.3,637,2
825,563,484,2,1,4,139.4,153.4,579.8,2
826,563,484,2,2,1,148.4,169.4,539.4,3
827,563,484,2,1,4,179.5,161,577.3,2
828,563,484,2,2,4,150.4,124.8,597.6,3
829,563,484,2,1,4,170.7,123.9,576.8,3
830,563,484,2,2,1,170.2,126.6,570.4,3
831,563,484,2,1,4,134.5,161.3,597.4,2
832,563,484,2,2,3,216.8,123.7,613.3,3
833,563,594,2,1,1,152.2,121.4,584.1,2
834,563,594,2,2,4,190.7,128.3,619.4,2
835,563,594,2,1,1,235.8,174,585.4,2
836,563,594,2,2,2,167.8,183.7,655.8,3
837,563,594,2,1,2,224.7,153.7,602.8,2
838,563,594,2,2,2,202.1,174.6,579.9,3
839,563,594,2,1,4,157.3,191.2,552.4,2
840,563,594,2,2,1,194.4,146.6,642.5,2
841,437,700,2,1,1,145.3,119,657.1,2
842,437,700,2,2,1,203.7,126.6,591,2
843,437,700,2,1,4,183.7,186.9,638.5,2
844,437,700,2,2,2,182.1,176.9,643.6,2
845,437,700,2,1,4,156.1,187.8,619.3,2
846,437,700,2,2,2,190.1,89.8,550.5,3
847,437,700,2,1,3,155.8,133.2,600.8,2
848,437,700,2,2,3,151.1,115,593.6,2
849,437,708,2,1,2,186.3,151.9,608.4,3
850,437,708,2,2,3,166.4,127.3,632,2
851,437,708,2,1,4,151.4,168.6,598.4,3
852,437,708,2,2,3,196.9,130.3,612.8,2
853,437,708,2,1,4,187.2,152,676.7,3
854,437,708,2,2,3,176.1,118.9,613.3,2
855,437,708,2,1,2,192.2,183.3,586.3,2
856,437,708,2,2,3,159,119.1,650,3
857,437,718,2,1,4,130.1,164.7,634.5,3
858,437,718,2,2,1,156.8,145.1,551.5,2
859,437,718,2,1,4,183.2,165.2,620.6,2
860,437,718,2,2,4,169.2,150.1,531.9,2
861,437,718,2,1,3,184.1,135.7,657.5,3
862,437,718,2,2,1,191.1,212.4,555.6,2
863,437,718,2,1,2,174.4,102,625.1,3
864,437,718,2,2,4,190.6,158.6,577,3
865,437,440,2,1,3,153,148.5,611.5,2
866,437,440,2,2,1,191.4,169.4,575.7,2
867,437,440,2,1,4,135.7,142.1,641,3
868,437,440,2,2,3,119.7,121.6,656.2,2
869,437,440,2,1,4,184.2,123.6,601.3,2
870,437,440,2,2,3,180.2,163.3,600,3
871,437,440,2,1,1,158,162.6,577.6,3
872,437,440,2,2,2,168,174.1,531.1,3
873,437,698,2,1,1,145.8,137.1,599,2
874,437,698,2,2,3,149,162.9,633.9,3
875,437,698,2,1,1,189.9,213.1,659.5,3
876,437,698,2,2,4,197.5,150.7,597.1,3
877,437,698,2,1,2,136.4,176,648,3
878,437,698,2,2,4,152.8,152.6,583.9,3
879,437,698,2,1,4,138.2,129.4,575.3,2
880,437,698,2,2,4,164.4,148.6,567.4,3
881,599,684,2,1,1,181.6,160.3,655.5,3
882,599,684,2,2,4,175.4,153,588.1,2
883,599,684,2,1,2,171.2,141.1,635.9,2
884,599,684,2,2,1,157.4,128.4,585.5,3
885,599,684,2,1,2,193.6,153.3,621.3,3
886,599,684,2,2,1,141.8,142,570.8,2
887,599,684,2,1,1,185.9,148.3,540.3,2
888,599,684,2,2,1,116.6,120.6,578.8,3
889,599,568,2,1,3,173.8,172.2,672,2
890,599,568,2,2,4,175.7,181.5,530.7,3
891,599,568,2,1,1,159.5,123.4,580.4,3
892,599,568,2,2,2,164.2,124.2,609.5,2
893,599,568,2,1,2,190.3,196.4,684.4,2
894,599,568,2,2,4,233.8,180.4,572.6,3
895,599,568,2,1,4,156.5,174.2,602.7,3
896,599,568,2,2,2,200.5,141.8,552.6,3
897,599,510,2,1,3,168.9,157.1,660.6,2
898,599,510,2,2,1,174.8,194.9,569.8,3
899,599,510,2,1,4,171.2,127.9,507.6,2
900,599,510,2,2,3,177.4,147.8,597.3,3
901,599,510,2,1,3,146.5,187.4,585.9,3
902,599,510,2,2,3,202,144,584.7,3
903,599,510,2,1,4,196,255.7,613.8,2
904,599,510,2,2,4,234.4,139.9,539.1,3
905,599,508,2,1,1,167.5,179.6,578.2,3
906,599,508,2,2,4,213.2,168.3,540.3,3
907,599,508,2,1,2,152.9,180.1,653.9,2
908,599,508,2,2,1,165.7,129.7,518.8,3
909,599,508,2,1,3,176.3,154.4,683,3
910,599,508,2,2,4,210.3,154.6,586.2,2
911,599,508,2,1,3,113,106.3,662.5,3
912,599,508,2,2,1,189.2,132.4,595.6,3
913,599,424,2,1,4,160.4,183.4,557,3
914,599,424,2,2,2,219.4,135.6,606.3,3
915,599,424,2,1,4,148.1,207.1,633,3
916,599,424,2,2,1,198.1,190.9,550.6,2
917,599,424,2,1,3,145.1,150.4,605.3,3
918,599,424,2,2,1,163.7,184.7,580.4,3
919,599,424,2,1,4,116.4,176.6,599,3
920,599,424,2,2,3,160.2,150.5,551.3,2
921,715,408,2,1,3,176.7,102.1,601.2,2
922,715,408,2,2,1,201.8,139.4,622.4,2
923,715,408,2,1,2,183.9,125,641,3
924,715,408,2,2,3,127.9,104.8,619.8,2
925,715,408,2,1,4,138.1,137.9,661,2
926,715,408,2,2,3,168.3,142,609.4,3
927,715,408,2,1,2,170.5,125.9,636.6,3
928,715,408,2,2,3,146.2,123.1,585.7,3
929,715,626,2,1,1,182.7,150.4,595.5,2
930,715,626,2,2,3,161.9,90.3,618.3,3
931,715,626,2,1,2,172.1,119,624.1,3
932,715,626,2,2,3,184.5,79.8,570.7,3
933,715,626,2,1,4,136,123.3,645.7,2
934,715,626,2,2,4,162.2,135.6,573,2
935,715,626,2,1,3,171.1,213.8,665.7,2
936,715,626,2,2,1,174.8,176.9,538.4,3
937,715,506,2,1,3,147.1,147.8,579.7,3
938,715,506,2,2,1,198.8,145.1,512,2
939,715,506,2,1,1,209.2,130.1,517,2
940,715,506,2,2,1,171.5,145.7,622.1,2
941,715,506,2,1,2,156,180.5,586.2,2
942,715,506,2,2,1,170.7,135.2,504.8,3
943,715,506,2,1,1,172.1,155.4,587.9,3
944,715,506,2,2,2,189.8,116.9,550.1,3
945,715,580,2,1,4,140.7,224.7,623.1,2
946,715,580,2,2,3,174.9,157.5,603.8,3
947,715,580,2,1,4,164.5,196.3,649.5,3
948,715,580,2,2,1,198.7,169.9,565.9,3
949,715,580,2,1,4,148.6,189,556.9,2
950,715,580,2,2,4,134.8,146.6,621.5,3
951,715,580,2,1,4,170.5,178.6,543.3,3
952,715,580,2,2,4,168.2,143.8,590.7,3
953,715,704,2,1,3,177.9,128,672.1,3
954,715,704,2,2,1,202,211,596.5,3
955,715,704,2,1,2,183.4,147.5,638.1,3
956,715,704,2,2,3,217.3,212.2,661,2
957,715,704,2,1,4,160.8,162,560.6,3
958,715,704,2,2,3,168.6,121.7,638.6,3
959,715,704,2,1,2,166.5,198.7,655.7,3
960,715,704,2,2,4,176.5,152.8,583.5,3
961,509,584,2,1,3,139.9,142.4,663.6,2
962,509,584,2,2,4,160,128.6,575,3
963,509,584,2,1,1,179.9,116.8,568.3,2
964,509,584,2,2,4,202.2,161.5,579.7,3
965,509,584,2,1,2,150.5,166.1,592.7,3
966,509,584,2,2,4,136.1,136.9,620.7,3
967,509,584,2,1,4,175.6,169.7,545,3
968,509,584,2,2,1,139.4,110.6,586,2
969,509,514,2,1,4,162.8,153,582.1,2
970,509,514,2,2,4,198.2,194.4,603.3,3
971,509,514,2,1,3,172.9,109,597.8,3
972,509,514,2,2,4,210,124.3,571.9,2
973,509,514,2,1,1,166.9,155.2,575,3
974,509,514,2,2,1,166.8,130.9,603.5,3
975,509,514,2,1,3,141.8,130.1,625,2
976,509,514,2,2,4,133.5,140.8,588.2,2
977,509,740,2,1,1,169.9,214.2,627.4,2
978,509,740,2,2,4,142.9,131,618.3,2
979,509,740,2,1,2,180.7,166.4,594.5,3
980,509,740,2,2,4,169.5,135.5,594.7,3
981,509,740,2,1,1,197.5,218.6,540.6,3
982,509,740,2,2,3,174,132.4,638.2,3
983,509,740,2,1,1,156.6,149.4,597.1,3
984,509,740,2,2,1,139.6,141.1,573.9,3
985,509,566,2,1,4,191.2,204.4,518.7,3
986,509,566,2,2,2,173.3,110.7,551.6,3
987,509,566,2,1,2,178.6,164.3,631.2,3
988,509,566,2,2,3,168.8,107.4,564.7,2
989,509,566,2,1,3,149.4,136.5,548.9,2
990,509,566,2,2,3,167.5,127.3,599.6,3
991,509,566,2,1,3,182.8,146.2,609.3,3
992,509,566,2,2,4,142.7,135.4,574.9,3
993,509,728,2,1,4,155.4,189.4,537,2
994,509,728,2,2,1,121.4,194.2,550.1,2
995,509,728,2,1,4,171.1,166.5,606.1,3
996,509,728,2,2,2,168.8,131.8,603.6,2
997,509,728,2,1,4,158.4,156.3,622,3
998,509,728,2,2,1,189,133.3,537.6,3
999,509,728,2,1,1,155.7,201.4,561.3,3
1000,509,728,2,2,4,166.3,151.4,544.9,2
1001,583,564,2,1,1,198.5,169.3,579.3,2
1002,583,564,2,2,3,173.3,104.8,646.4,2
1003,583,564,2,1,1,139.1,125.7,646.7,3
1004,583,564,2,2,3,150.1,86.7,600.7,2
1005,583,564,2,1,3,166.2,129.6,642.9,2
1006,583,564,2,2,4,180,99.2,624.3,2
1007,583,564,2,1,1,188.6,169.9,614.4,3
1008,583,564,2,2,1,205.1,146.6,502.7,3
1009,583,516,2,1,1,164.2,161.2,616.5,2
1010,583,516,2,2,3,158.3,128.8,698.3,2
1011,583,516,2,1,2,177.1,207.4,716.3,3
1012,583,516,2,2,3,208.4,208.2,653,3
1013,583,516,2,1,4,220.4,209.6,700.4,2
1014,583,516,2,2,4,180.6,124.1,633.7,3
1015,583,516,2,1,4,136.1,167.7,607.8,3
1016,583,516,2,2,1,191,156.2,631.4,2
1017,583,434,2,1,3,155,102.4,641.6,3
1018,583,434,2,2,2,201.8,109.5,542.4,2
1019,583,434,2,1,4,183.6,173.3,636.9,3
1020,583,434,2,2,1,193.9,112.6,612.2,2
1021,583,434,2,1,1,188,128,596.9,3
1022,583,434,2,2,1,174,131.2,595.9,3
1023,583,434,2,1,4,161.3,145.6,611.5,2
1024,583,434,2,2,3,186.7,120.8,664.6,2
1025,583,720,2,1,1,170.3,173.7,618.7,3
1026,583,720,2,2,1,171.7,183.9,506.2,2
1027,583,720,2,1,1,167.2,155,622.7,2
1028,583,720,2,2,4,176.5,133.9,559.6,2
1029,583,720,2,1,4,149.2,136.8,583.9,2
1030,583,720,2,2,3,194.4,140.4,543.8,2
1031,583,720,2,1,4,211.3,174.7,561.7,2
1032,583,720,2,2,1,190.2,137.3,638.3,2
1033,583,488,2,1,4,114.4,128.5,559,3
1034,583,488,2,2,4,117.5,99.8,579.6,3
1035,583,488,2,1,3,152.7,129.9,635.7,3
1036,583,488,2,2,4,205.9,161.8,564.4,2
1037,583,488,2,1,4,172.6,161.7,588.8,3
1038,583,488,2,2,4,170,156.9,545.7,2
1039,583,488,2,1,3,186.7,132.3,588.5,3
1040,583,488,2,2,4,164.5,131.3,589.9,3
1041,511,520,2,1,3,166.5,160,635.4,3
1042,511,520,2,2,4,185.1,106.4,565.8,3
1043,511,520,2,1,1,157.2,155.9,636.1,2
1044,511,520,2,2,4,194.7,137.2,558,2
1045,511,520,2,1,3,180.4,118.9,671.4,2
1046,511,520,2,2,2,196.2,158.7,624,3
1047,511,520,2,1,3,137.9,125.3,657.9,3
1048,511,520,2,2,2,199.8,158.8,620.8,2
1049,511,414,2,1,3,201.2,185.7,624.7,2
1050,511,414,2,2,2,182.7,146.3,628.3,3
1051,511,414,2,1,1,210.3,152.2,593.2,3
1052,511,414,2,2,3,163.1,113.1,606.5,3
1053,511,414,2,1,2,158.4,165.1,646.4,2
1054,511,414,2,2,2,166.3,183.5,636.3,2
1055,511,414,2,1,3,138.5,151.4,677.3,3
1056,511,414,2,2,4,185.3,154.5,612.3,3
1057,511,714,2,1,1,158.3,112.1,596.4,3
1058,511,714,2,2,4,201.3,139.3,645.9,2
1059,511,714,2,1,4,187.5,163.1,582.5,2
1060,511,714,2,2,4,167.3,95.7,524.9,2
1061,511,714,2,1,4,153.1,127.3,550,3
1062,511,714,2,2,3,180.8,173,636.5,3
1063,511,714,2,1,2,179.6,176.2,567.6,2
1064,511,714,2,2,4,169.2,108.4,555.4,3
1065,511,586,2,1,3,149.6,137.7,655.2,3
1066,511,586,2,2,3,155,139.6,658.6,3
1067,511,586,2,1,2,177.1,187.7,642.7,3
1068,511,586,2,2,2,197.3,183,671.2,3
1069,511,586,2,1,1,164.1,136.7,652.7,2
1070,511,586,2,2,1,162.6,126.4,643.3,3
1071,511,586,2,1,3,186.1,189.6,664.5,3
1072,511,586,2,2,4,174.6,187.4,635.9,3
1073,511,438,2,1,3,162,150.5,645.5,3
1074,511,438,2,2,3,155.9,136.7,541.3,2
1075,511,438,2,1,2,189.8,127.2,569,2
1076,511,438,2,2,1,156.5,159.4,651.4,3
1077,511,438,2,1,2,200.1,161,607.2,3
1078,511,438,2,2,2,179.1,124.9,586.6,2
1079,511,438,2,1,2,174.5,172.2,670.8,3
1080,511,438,2,2,2,174.8,200.9,674.4,3
1081,561,518,2,1,1,145.7,145.7,629.1,3
1082,561,518,2,2,1,165,111.1,613.5,3
1083,561,518,2,1,3,172.2,203.1,639.4,2
1084,561,518,2,2,1,168,201.2,655.7,2
1085,561,518,2,1,3,160.6,162.7,607.7,2
1086,561,518,2,2,3,142.8,121.6,657.3,2
1087,561,518,2,1,3,178.3,141.4,602.7,3
1088,561,518,2,2,2,144.8,127.1,629.3,2
1089,561,706,2,1,1,151,110.2,608.2,3
1090,561,706,2,2,1,175.6,118.3,564.6,3
1091,561,706,2,1,3,178.3,133.8,673.2,3
1092,561,706,2,2,4,186.3,130.4,573.2,2
1093,561,706,2,1,2,167.7,181.9,615.5,3
1094,561,706,2,2,3,127,108.1,565.2,2
