"id","sire","dam","gen","genotype"
1284,978,1016,3,2
1285,978,1016,3,1
1286,978,1016,3,1
1287,978,1016,3,1
1288,978,1016,3,2
1289,978,1185,3,2
1290,978,1185,3,2
1291,978,1185,3,2
1292,978,1185,3,2
1293,978,1185,3,2
1294,978,1185,3,2
1295,978,1185,3,2
1296,978,1185,3,2
1297,978,1128,3,2
1298,978,1128,3,2
1299,978,1128,3,2
1300,978,1128,3,2
1301,978,1128,3,2
1302,978,1128,3,2
1303,978,1128,3,2
1304,978,1128,3,2
1305,978,1007,3,1
1306,978,1007,3,2
1307,978,1007,3,1
1308,978,1007,3,2
1309,978,1007,3,1
1310,978,1007,3,2
1311,978,1007,3,1
1312,978,1007,3,1
1313,978,1144,3,1
1314,978,1144,3,1
1315,978,1144,3,1
1316,978,1144,3,1
1317,978,1144,3,1
1318,978,1144,3,1
1319,978,1144,3,1
1320,978,1144,3,1
1321,1117,986,3,2
1322,1117,986,3,2
1323,1117,986,3,2
1324,1117,986,3,2
1325,1117,986,3,2
1326,1117,986,3,2
1327,1117,986,3,2
1328,1117,986,3,2
1329,1117,1196,3,2
1330,1117,1196,3,2
1331,1117,1196,3,2
1332,1117,1196,3,2
1333,1117,1196,3,2
1334,1117,1196,3,2
1335,1117,1196,3,2
1336,1117,1196,3,2
1337,1117,1162,3,2
1338,1117,1162,3,2
1339,1117,1162,3,2
1340,1117,1162,3,2
1341,1117,1162,3,2
1342,1117,1162,3,2
1343,1117,1162,3,2
1344,1117,1162,3,2
1345,1117,1055,3,2
1346,1117,1055,3,2
1347,1117,1055,3,2
1348,1117,1055,3,2
1349,1117,1055,3,2
1350,1117,1055,3,2
1351,1117,1055,3,2
1352,1117,1055,3,2
1353,1117,979,3,2
1354,1117,979,3,2
1355,1117,979,3,2
1356,1117,979,3,2
1357,1117,979,3,2
1358,1117,979,3,2
1359,1117,979,3,2
1360,1117,979,3,2
1361,966,976,3,2
1362,966,976,3,2
1363,966,976,3,2
1364,966,976,3,2
1365,966,976,3,2
1366,966,976,3,2
1367,966,976,3,2
1368,966,976,3,2
1369,966,975,3,2
1370,966,975,3,2
1371,966,975,3,2
1372,966,975,3,2
1373,966,975,3,2
1374,966,975,3,2
1375,966,975,3,2
1376,966,975,3,2
1377,966,1174,3,2
1378,966,1174,3,2
1379,966,1174,3,2
1380,966,1174,3,2
1381,966,1174,3,2
1382,966,1174,3,2
1383,966,1174,3,2
1384,966,1174,3,2
1385,966,967,3,2
1386,966,967,3,2
1387,966,967,3,2
1388,966,967,3,2
1389,966,967,3,2
1390,966,967,3,2
1391,966,967,3,2
1392,966,967,3,2
1393,966,1188,3,2
1394,966,1188,3,2
1395,966,1188,3,2
1396,966,1188,3,2
1397,966,1188,3,2
1398,966,1188,3,2
1399,966,1188,3,2
1400,966,1188,3,2
1401,1069,896,3,2
1402,1069,896,3,2
1403,1069,896,3,1
1404,1069,896,3,1
1405,1069,896,3,1
1406,1069,896,3,2
1407,1069,896,3,2
1408,1069,896,3,1
1409,1069,841,3,1
1410,1069,841,3,2
1411,1069,841,3,1
1412,1069,841,3,2
1413,1069,841,3,1
1414,1069,841,3,1
1415,1069,841,3,1
1416,1069,841,3,1
1417,1069,921,3,2
1418,1069,921,3,1
1419,1069,921,3,1
1420,1069,921,3,1
1421,1069,921,3,1
1422,1069,921,3,1
1423,1069,921,3,2
1424,1069,921,3,2
1425,1069,1088,3,2
1426,1069,1088,3,1
1427,1069,1088,3,2
1428,1069,1088,3,1
1429,1069,1088,3,2
1430,1069,1088,3,2
1431,1069,1088,3,1
1432,1069,1088,3,2
1433,1069,858,3,2
1434,1069,858,3,1
1435,1069,858,3,2
1436,1069,858,3,1
1437,1069,858,3,2
1438,1069,858,3,1
1439,1069,858,3,1
1440,1069,858,3,1
1441,1008,811,3,2
1442,1008,811,3,2
1443,1008,811,3,2
1444,1008,811,3,2
1445,1008,811,3,2
1446,1008,811,3,2
1447,1008,811,3,2
1448,1008,811,3,2
1449,1008,969,3,2
1450,1008,969,3,2
1451,1008,969,3,2
1452,1008,969,3,2
1453,1008,969,3,2
1454,1008,969,3,2
1455,1008,969,3,2
1456,1008,969,3,2
1457,1008,1179,3,2
1458,1008,1179,3,2
1459,1008,1179,3,2
1460,1008,1179,3,2
1461,1008,1179,3,2
1462,1008,1179,3,2
1463,1008,1179,3,2
1464,1008,1179,3,2
1465,1008,1115,3,2
1466,1008,1115,3,2
1467,1008,1115,3,2
1468,1008,1115,3,2
1469,1008,1115,3,2
1470,1008,1115,3,2
1471,1008,1115,3,2
1472,1008,1115,3,2
1473,1008,1068,3,2
1474,1008,1068,3,2
1475,1008,1068,3,2
1476,1008,1068,3,2
1477,1008,1068,3,2
1478,1008,1068,3,2
1479,1008,1068,3,2
1480,1008,1068,3,2
1481,908,951,3,2
1482,908,951,3,2
1483,908,951,3,2
1484,908,951,3,2
1485,908,951,3,2
1486,908,951,3,2
1487,908,951,3,2
1488,908,951,3,2
1489,908,1059,3,2
1490,908,1059,3,2
1491,908,1059,3,2
1492,908,1059,3,2
1493,908,1059,3,2
1494,908,1059,3,2
1495,908,1059,3,2
1496,908,1059,3,2
1497,908,901,3,2
1498,908,901,3,2
1499,908,901,3,2
1500,908,901,3,2
1501,908,901,3,2
1502,908,901,3,2
1503,908,901,3,2
1504,908,901,3,2
1505,908,917,3,2
1506,908,917,3,2
1507,908,917,3,2
1508,908,917,3,2
1509,908,917,3,2
1510,908,917,3,2
1511,908,917,3,2
1512,908,917,3,2
1513,908,924,3,1
1514,908,924,3,2
1515,908,924,3,1
1516,908,924,3,1
1517,908,924,3,2
1518,908,924,3,1
1519,908,924,3,2
1520,908,924,3,2
1521,909,914,3,1
1522,909,914,3,1
1523,909,914,3,2
1524,909,914,3,1
1525,909,914,3,1
1526,909,914,3,2
1527,909,914,3,1
1528,909,914,3,1
1529,909,817,3,2
1530,909,817,3,2
1531,909,817,3,1
1532,909,817,3,2
1533,909,817,3,2
1534,909,817,3,1
1535,909,817,3,2
1536,909,817,3,1
1537,909,960,3,2
1538,909,960,3,2
1539,909,960,3,2
1540,909,960,3,1
1541,909,960,3,2
1542,909,960,3,1
1543,909,960,3,1
1544,909,960,3,1
1545,909,1121,3,2
1546,909,1121,3,2
1547,909,1121,3,1
1548,909,1121,3,2
1549,909,1121,3,1
1550,909,1121,3,2
1551,909,1121,3,1
1552,909,1121,3,1
1553,909,928,3,2
1554,909,928,3,1
1555,909,928,3,2
1556,909,928,3,1
1557,909,928,3,1
1558,909,928,3,1
1559,909,928,3,2
1560,909,928,3,2
1561,949,1101,3,2
1562,949,1101,3,1
1563,949,1101,3,1
1564,949,1101,3,2
1565,949,1101,3,1
1566,949,1101,3,2
1567,949,1101,3,1
1568,949,1101,3,2
1569,949,1072,3,1
1570,949,1072,3,1
1571,949,1072,3,0
1572,949,1072,3,2
1573,949,1072,3,0
1574,949,1072,3,1
1575,949,1072,3,2
1576,949,1072,3,0
1577,949,856,3,2
1578,949,856,3,1
1579,949,856,3,1
1580,949,856,3,1
1581,949,856,3,1
1582,949,856,3,2
1583,949,856,3,2
1584,949,856,3,1
1585,949,827,3,2
1586,949,827,3,1
1587,949,827,3,2
1588,949,827,3,2
1589,949,827,3,1
1590,949,827,3,1
1591,949,827,3,2
1592,949,827,3,2
1593,949,1103,3,1
1594,949,1103,3,1
1595,949,1103,3,1
1596,949,1103,3,2
1597,949,1103,3,0
1598,949,1103,3,1
1599,949,1103,3,2
1600,949,1103,3,2
1601,1201,1353,4,2
1602,1201,1353,4,2
1603,1201,1353,4,2
1604,1201,1353,4,2
1605,1201,1353,4,2
1606,1201,1353,4,2
1607,1201,1353,4,2
1608,1201,1353,4,2
1609,1201,1367,4,2
1610,1201,1367,4,2
1611,1201,1367,4,2
1612,1201,1367,4,2
1613,1201,1367,4,2
1614,1201,1367,4,2
1615,1201,1367,4,2
1616,1201,1367,4,2
1617,1201,1583,4,2
1618,1201,1583,4,2
1619,1201,1583,4,2
1620,1201,1583,4,2
1621,1201,1583,4,2
1622,1201,1583,4,2
1623,1201,1583,4,2
1624,1201,1583,4,2
1625,1201,1306,4,2
1626,1201,1306,4,2
1627,1201,1306,4,2
1628,1201,1306,4,2
1629,1201,1306,4,2
1630,1201,1306,4,2
1631,1201,1306,4,2
1632,1201,1306,4,2
1633,1201,1507,4,2
1634,1201,1507,4,2
1635,1201,1507,4,2
1636,1201,1507,4,2
1637,1201,1507,4,2
1638,1201,1507,4,2
1639,1201,1507,4,2
1640,1201,1507,4,2
1641,1419,1497,4,1
1642,1419,1497,4,1
1643,1419,1497,4,1
1644,1419,1497,4,1
1645,1419,1497,4,2
1646,1419,1497,4,2
1647,1419,1497,4,2
1648,1419,1497,4,1
1649,1419,1504,4,2
1650,1419,1504,4,2
1651,1419,1504,4,1
1652,1419,1504,4,2
1653,1419,1504,4,1
1654,1419,1504,4,1
1655,1419,1504,4,2
1656,1419,1504,4,2
1657,1419,1355,4,1
1658,1419,1355,4,1
1659,1419,1355,4,1
1660,1419,1355,4,2
1661,1419,1355,4,1
1662,1419,1355,4,2
1663,1419,1355,4,2
1664,1419,1355,4,2
1665,1419,1288,4,2
1666,1419,1288,4,2
1667,1419,1288,4,2
1668,1419,1288,4,2
1669,1419,1288,4,1
1670,1419,1288,4,1
1671,1419,1288,4,2
1672,1419,1288,4,1
1673,1419,1494,4,2
1674,1419,1494,4,1
1675,1419,1494,4,2
1676,1419,1494,4,2
1677,1419,1494,4,1
1678,1419,1494,4,1
1679,1419,1494,4,2
1680,1419,1494,4,2
1681,1591,1453,4,2
1682,1591,1453,4,2
1683,1591,1453,4,2
1684,1591,1453,4,2
1685,1591,1453,4,2
1686,1591,1453,4,2
1687,1591,1453,4,2
1688,1591,1453,4,2
1689,1591,1208,4,2
1690,1591,1208,4,2
1691,1591,1208,4,2
1692,1591,1208,4,2
1693,1591,1208,4,2
1694,1591,1208,4,2
1695,1591,1208,4,2
1696,1591,1208,4,2
1697,1591,1478,4,2
1698,1591,1478,4,2
1699,1591,1478,4,2
1700,1591,1478,4,2
1701,1591,1478,4,2
1702,1591,1478,4,2
1703,1591,1478,4,2
1704,1591,1478,4,2
1705,1591,1498,4,2
1706,1591,1498,4,2
1707,1591,1498,4,2
1708,1591,1498,4,2
1709,1591,1498,4,2
1710,1591,1498,4,2
1711,1591,1498,4,2
1712,1591,1498,4,2
1713,1591,1310,4,2
1714,1591,1310,4,2
1715,1591,1310,4,2
1716,1591,1310,4,2
1717,1591,1310,4,2
1718,1591,1310,4,2
1719,1591,1310,4,2
1720,1591,1310,4,2
1721,1508,1421,4,1
1722,1508,1421,4,1
1723,1508,1421,4,1
1724,1508,1421,4,2
1725,1508,1421,4,1
1726,1508,1421,4,1
1727,1508,1421,4,1
1728,1508,1421,4,1
1729,1508,1226,4,2
1730,1508,1226,4,2
1731,1508,1226,4,2
1732,1508,1226,4,2
1733,1508,1226,4,2
1734,1508,1226,4,2
1735,1508,1226,4,2
1736,1508,1226,4,2
1737,1508,1432,4,2
1738,1508,1432,4,2
1739,1508,1432,4,2
1740,1508,1432,4,2
1741,1508,1432,4,2
1742,1508,1432,4,2
1743,1508,1432,4,2
1744,1508,1432,4,2
1745,1508,1343,4,2
1746,1508,1343,4,2
1747,1508,1343,4,2
1748,1508,1343,4,2
1749,1508,1343,4,2
1750,1508,1343,4,2
1751,1508,1343,4,2
1752,1508,1343,4,2
1753,1508,1291,4,2
1754,1508,1291,4,2
1755,1508,1291,4,2
1756,1508,1291,4,2
1757,1508,1291,4,2
1758,1508,1291,4,2
1759,1508,1291,4,2
1760,1508,1291,4,2
1761,1247,1269,4,2
1762,1247,1269,4,2
1763,1247,1269,4,2
1764,1247,1269,4,2
1765,1247,1269,4,2
1766,1247,1269,4,2
1767,1247,1269,4,2
1768,1247,1269,4,2
1769,1247,1299,4,2
1770,1247,1299,4,2
1771,1247,1299,4,2
1772,1247,1299,4,2
1773,1247,1299,4,2
1774,1247,1299,4,2
1775,1247,1299,4,2
1776,1247,1299,4,2
1777,1247,1304,4,2
1778,1247,1304,4,2
1779,1247,1304,4,2
1780,1247,1304,4,2
1781,1247,1304,4,2
1782,1247,1304,4,2
1783,1247,1304,4,2
1784,1247,1304,4,2
1785,1247,1293,4,2
1786,1247,1293,4,2
1787,1247,1293,4,2
1788,1247,1293,4,2
1789,1247,1293,4,2
1790,1247,1293,4,2
1791,1247,1293,4,2
1792,1247,1293,4,2
1793,1247,1301,4,2
1794,1247,1301,4,2
1795,1247,1301,4,2
1796,1247,1301,4,2
1797,1247,1301,4,2
1798,1247,1301,4,2
1799,1247,1301,4,2
1800,1247,1301,4,2
1801,1483,1399,4,2
1802,1483,1399,4,2
1803,1483,1399,4,2
1804,1483,1399,4,2
1805,1483,1399,4,2
1806,1483,1399,4,2
1807,1483,1399,4,2
1808,1483,1399,4,2
1809,1483,1207,4,2
1810,1483,1207,4,2
1811,1483,1207,4,2
1812,1483,1207,4,2
1813,1483,1207,4,2
1814,1483,1207,4,2
1815,1483,1207,4,2
1816,1483,1207,4,2
1817,1483,1414,4,2
1818,1483,1414,4,1
1819,1483,1414,4,2
1820,1483,1414,4,1
1821,1483,1414,4,1
1822,1483,1414,4,2
1823,1483,1414,4,2
1824,1483,1414,4,1
1825,1483,1429,4,2
1826,1483,1429,4,2
1827,1483,1429,4,2
1828,1483,1429,4,2
1829,1483,1429,4,2
1830,1483,1429,4,2
1831,1483,1429,4,2
1832,1483,1429,4,2
1833,1483,1474,4,2
1834,1483,1474,4,2
1835,1483,1474,4,2
1836,1483,1474,4,2
1837,1483,1474,4,2
1838,1483,1474,4,2
1839,1483,1474,4,2
1840,1483,1474,4,2
1841,1500,1295,4,2
1842,1500,1295,4,2
1843,1500,1295,4,2
1844,1500,1295,4,2
1845,1500,1295,4,2
1846,1500,1295,4,2
1847,1500,1295,4,2
1848,1500,1295,4,2
1849,1500,1204,4,2
1850,1500,1204,4,2
1851,1500,1204,4,2
1852,1500,1204,4,2
1853,1500,1204,4,2
1854,1500,1204,4,2
1855,1500,1204,4,2
1856,1500,1204,4,2
1857,1500,1352,4,2
1858,1500,1352,4,2
1859,1500,1352,4,2
1860,1500,1352,4,2
1861,1500,1352,4,2
1862,1500,1352,4,2
1863,1500,1352,4,2
1864,1500,1352,4,2
1865,1500,1423,4,2
1866,1500,1423,4,2
1867,1500,1423,4,2
1868,1500,1423,4,2
1869,1500,1423,4,2
1870,1500,1423,4,2
1871,1500,1423,4,2
1872,1500,1423,4,2
1873,1500,1283,4,2
1874,1500,1283,4,2
1875,1500,1283,4,2
1876,1500,1283,4,2
1877,1500,1283,4,2
1878,1500,1283,4,2
1879,1500,1283,4,2
1880,1500,1283,4,2
1881,1272,1424,4,2
1882,1272,1424,4,2
1883,1272,1424,4,2
1884,1272,1424,4,2
1885,1272,1424,4,2
1886,1272,1424,4,2
1887,1272,1424,4,2
1888,1272,1424,4,2
1889,1272,1481,4,2
1890,1272,1481,4,2
1891,1272,1481,4,2
1892,1272,1481,4,2
1893,1272,1481,4,2
1894,1272,1481,4,2
1895,1272,1481,4,2
1896,1272,1481,4,2
1897,1272,1340,4,2
1898,1272,1340,4,2
1899,1272,1340,4,2
1900,1272,1340,4,2
1901,1272,1340,4,2
1902,1272,1340,4,2
1903,1272,1340,4,2
1904,1272,1340,4,2
1905,1272,1549,4,1
1906,1272,1549,4,1
1907,1272,1549,4,2
1908,1272,1549,4,1
1909,1272,1549,4,2
1910,1272,1549,4,1
1911,1272,1549,4,1
1912,1272,1549,4,2
1913,1272,1342,4,2
1914,1272,1342,4,2
1915,1272,1342,4,2
1916,1272,1342,4,2
1917,1272,1342,4,2
1918,1272,1342,4,2
1919,1272,1342,4,2
1920,1272,1342,4,2
1921,1588,1308,4,2
1922,1588,1308,4,2
1923,1588,1308,4,2
1924,1588,1308,4,2
1925,1588,1308,4,2
1926,1588,1308,4,2
1927,1588,1308,4,2
1928,1588,1308,4,2
1929,1588,1501,4,2
1930,1588,1501,4,2
1931,1588,1501,4,2
1932,1588,1501,4,2
1933,1588,1501,4,2
1934,1588,1501,4,2
1935,1588,1501,4,2
1936,1588,1501,4,2
1937,1588,1290,4,2
1938,1588,1290,4,2
1939,1588,1290,4,2
1940,1588,1290,4,2
1941,1588,1290,4,2
1942,1588,1290,4,2
1943,1588,1290,4,2
1944,1588,1290,4,2
1945,1588,1592,4,2
1946,1588,1592,4,2
1947,1588,1592,4,2
1948,1588,1592,4,2
1949,1588,1592,4,2
1950,1588,1592,4,2
1951,1588,1592,4,2
1952,1588,1592,4,2
1953,1588,1546,4,2
1954,1588,1546,4,2
1955,1588,1546,4,2
1956,1588,1546,4,2
1957,1588,1546,4,2
1958,1588,1546,4,2
1959,1588,1546,4,2
1960,1588,1546,4,2
1961,1300,1502,4,2
1962,1300,1502,4,2
1963,1300,1502,4,2
1964,1300,1502,4,2
1965,1300,1502,4,2
1966,1300,1502,4,2
1967,1300,1502,4,2
1968,1300,1502,4,2
1969,1300,1488,4,2
1970,1300,1488,4,2
1971,1300,1488,4,2
1972,1300,1488,4,2
1973,1300,1488,4,2
1974,1300,1488,4,2
1975,1300,1488,4,2
1976,1300,1488,4,2
1977,1300,1263,4,2
1978,1300,1263,4,2
1979,1300,1263,4,2
1980,1300,1263,4,2
1981,1300,1263,4,2
1982,1300,1263,4,2
1983,1300,1263,4,2
1984,1300,1263,4,2
1985,1300,1210,4,2
1986,1300,1210,4,2
1987,1300,1210,4,2
1988,1300,1210,4,2
1989,1300,1210,4,2
1990,1300,1210,4,2
1991,1300,1210,4,2
1992,1300,1210,4,2
1993,1300,1517,4,2
1994,1300,1517,4,2
1995,1300,1517,4,2
1996,1300,1517,4,2
1997,1300,1517,4,2
1998,1300,1517,4,2
1999,1300,1517,4,2
2000,1300,1517,4,2
2001,1846,1686,5,2
2002,1846,1686,5,2
2003,1846,1686,5,2
2004,1846,1686,5,2
2005,1846,1686,5,2
2006,1846,1686,5,2
2007,1846,1686,5,2
2008,1846,1686,5,2
2009,1846,1684,5,2
2010,1846,1684,5,2
2011,1846,1684,5,2
2012,1846,1684,5,2
2013,1846,1684,5,2
2014,1846,1684,5,2
2015,1846,1684,5,2
2016,1846,1684,5,2
2017,1846,1843,5,2
2018,1846,1843,5,2
2019,1846,1843,5,2
2020,1846,1843,5,2
2021,1846,1843,5,2
2022,1846,1843,5,2
2023,1846,1843,5,2
2024,1846,1843,5,2
2025,1846,1731,5,2
2026,1846,1731,5,2
2027,1846,1731,5,2
2028,1846,1731,5,2
2029,1846,1731,5,2
2030,1846,1731,5,2
2031,1846,1731,5,2
2032,1846,1731,5,2
2033,1846,1876,5,2
2034,1846,1876,5,2
2035,1846,1876,5,2
2036,1846,1876,5,2
2037,1846,1876,5,2
2038,1846,1876,5,2
2039,1846,1876,5,2
2040,1846,1876,5,2
2041,1866,1870,5,2
2042,1866,1870,5,2
2043,1866,1870,5,2
2044,1866,1870,5,2
2045,1866,1870,5,2
2046,1866,1870,5,2
2047,1866,1870,5,2
2048,1866,1870,5,2
2049,1866,1783,5,2
2050,1866,1783,5,2
2051,1866,1783,5,2
2052,1866,1783,5,2
2053,1866,1783,5,2
2054,1866,1783,5,2
2055,1866,1783,5,2
2056,1866,1783,5,2
2057,1866,1805,5,2
2058,1866,1805,5,2
2059,1866,1805,5,2
2060,1866,1805,5,2
2061,1866,1805,5,2
2062,1866,1805,5,2
2063,1866,1805,5,2
2064,1866,1805,5,2
2065,1866,1996,5,2
2066,1866,1996,5,2
2067,1866,1996,5,2
2068,1866,1996,5,2
2069,1866,1996,5,2
2070,1866,1996,5,2
2071,1866,1996,5,2
2072,1866,1996,5,2
2073,1866,1809,5,2
2074,1866,1809,5,2
2075,1866,1809,5,2
2076,1866,1809,5,2
2077,1866,1809,5,2
2078,1866,1809,5,2
2079,1866,1809,5,2
2080,1866,1809,5,2
2081,1616,1660,5,2
2082,1616,1660,5,2
2083,1616,1660,5,2
2084,1616,1660,5,2
2085,1616,1660,5,2
2086,1616,1660,5,2
2087,1616,1660,5,2
2088,1616,1660,5,2
2089,1616,1985,5,2
2090,1616,1985,5,2
2091,1616,1985,5,2
2092,1616,1985,5,2
2093,1616,1985,5,2
2094,1616,1985,5,2
2095,1616,1985,5,2
2096,1616,1985,5,2
2097,1616,1619,5,2
2098,1616,1619,5,2
2099,1616,1619,5,2
2100,1616,1619,5,2
2101,1616,1619,5,2
2102,1616,1619,5,2
2103,1616,1619,5,2
2104,1616,1619,5,2
2105,1616,1834,5,2
2106,1616,1834,5,2
2107,1616,1834,5,2
2108,1616,1834,5,2
2109,1616,1834,5,2
2110,1616,1834,5,2
2111,1616,1834,5,2
2112,1616,1834,5,2
2113,1616,1664,5,2
2114,1616,1664,5,2
2115,1616,1664,5,2
2116,1616,1664,5,2
2117,1616,1664,5,2
2118,1616,1664,5,2
2119,1616,1664,5,2
2120,1616,1664,5,2
2121,1813,1917,5,2
2122,1813,1917,5,2
2123,1813,1917,5,2
2124,1813,1917,5,2
2125,1813,1917,5,2
2126,1813,1917,5,2
2127,1813,1917,5,2
2128,1813,1917,5,2
2129,1813,1851,5,2
2130,1813,1851,5,2
2131,1813,1851,5,2
2132,1813,1851,5,2
2133,1813,1851,5,2
2134,1813,1851,5,2
2135,1813,1851,5,2
2136,1813,1851,5,2
2137,1813,1763,5,2
2138,1813,1763,5,2
2139,1813,1763,5,2
2140,1813,1763,5,2
2141,1813,1763,5,2
2142,1813,1763,5,2
2143,1813,1763,5,2
2144,1813,1763,5,2
2145,1813,1853,5,2
2146,1813,1853,5,2
2147,1813,1853,5,2
2148,1813,1853,5,2
2149,1813,1853,5,2
2150,1813,1853,5,2
2151,1813,1853,5,2
2152,1813,1853,5,2
2153,1813,1927,5,2
2154,1813,1927,5,2
2155,1813,1927,5,2
2156,1813,1927,5,2
2157,1813,1927,5,2
2158,1813,1927,5,2
2159,1813,1927,5,2
2160,1813,1927,5,2
2161,1790,1812,5,2
2162,1790,1812,5,2
2163,1790,1812,5,2
2164,1790,1812,5,2
2165,1790,1812,5,2
2166,1790,1812,5,2
2167,1790,1812,5,2
2168,1790,1812,5,2
2169,1790,1963,5,2
2170,1790,1963,5,2
2171,1790,1963,5,2
2172,1790,1963,5,2
2173,1790,1963,5,2
2174,1790,1963,5,2
2175,1790,1963,5,2
2176,1790,1963,5,2
2177,1790,1819,5,2
2178,1790,1819,5,2
2179,1790,1819,5,2
2180,1790,1819,5,2
2181,1790,1819,5,2
2182,1790,1819,5,2
2183,1790,1819,5,2
2184,1790,1819,5,2
2185,1790,1889,5,2
2186,1790,1889,5,2
2187,1790,1889,5,2
2188,1790,1889,5,2
2189,1790,1889,5,2
2190,1790,1889,5,2
2191,1790,1889,5,2
2192,1790,1889,5,2
2193,1790,1685,5,2
2194,1790,1685,5,2
2195,1790,1685,5,2
2196,1790,1685,5,2
2197,1790,1685,5,2
2198,1790,1685,5,2
2199,1790,1685,5,2
2200,1790,1685,5,2
2201,1814,1766,5,2
2202,1814,1766,5,2
2203,1814,1766,5,2
2204,1814,1766,5,2
2205,1814,1766,5,2
2206,1814,1766,5,2
2207,1814,1766,5,2
2208,1814,1766,5,2
2209,1814,1654,5,1
2210,1814,1654,5,1
2211,1814,1654,5,2
2212,1814,1654,5,2
2213,1814,1654,5,2
2214,1814,1654,5,2
2215,1814,1654,5,1
2216,1814,1654,5,2
2217,1814,1618,5,2
2218,1814,1618,5,2
2219,1814,1618,5,2
2220,1814,1618,5,2
2221,1814,1618,5,2
2222,1814,1618,5,2
2223,1814,1618,5,2
2224,1814,1618,5,2
2225,1814,1847,5,2
2226,1814,1847,5,2
2227,1814,1847,5,2
2228,1814,1847,5,2
2229,1814,1847,5,2
2230,1814,1847,5,2
2231,1814,1847,5,2
2232,1814,1847,5,2
2233,1814,1868,5,2
2234,1814,1868,5,2
2235,1814,1868,5,2
2236,1814,1868,5,2
2237,1814,1868,5,2
2238,1814,1868,5,2
2239,1814,1868,5,2
2240,1814,1868,5,2
2241,1768,1655,5,2
2242,1768,1655,5,2
2243,1768,1655,5,2
2244,1768,1655,5,2
2245,1768,1655,5,2
2246,1768,1655,5,2
2247,1768,1655,5,2
2248,1768,1655,5,2
2249,1768,1972,5,2
2250,1768,1972,5,2
2251,1768,1972,5,2
2252,1768,1972,5,2
2253,1768,1972,5,2
2254,1768,1972,5,2
2255,1768,1972,5,2
2256,1768,1972,5,2
2257,1768,1941,5,2
2258,1768,1941,5,2
2259,1768,1941,5,2
2260,1768,1941,5,2
2261,1768,1941,5,2
2262,1768,1941,5,2
2263,1768,1941,5,2
2264,1768,1941,5,2
2265,1768,1865,5,2
2266,1768,1865,5,2
2267,1768,1865,5,2
2268,1768,1865,5,2
2269,1768,1865,5,2
2270,1768,1865,5,2
2271,1768,1865,5,2
2272,1768,1865,5,2
2273,1768,1704,5,2
2274,1768,1704,5,2
2275,1768,1704,5,2
2276,1768,1704,5,2
2277,1768,1704,5,2
2278,1768,1704,5,2
2279,1768,1704,5,2
2280,1768,1704,5,2
2281,1863,1769,5,2
2282,1863,1769,5,2
2283,1863,1769,5,2
2284,1863,1769,5,2
2285,1863,1769,5,2
2286,1863,1769,5,2
2287,1863,1769,5,2
2288,1863,1769,5,2
2289,1863,1631,5,2
2290,1863,1631,5,2
2291,1863,1631,5,2
2292,1863,1631,5,2
2293,1863,1631,5,2
2294,1863,1631,5,2
2295,1863,1631,5,2
2296,1863,1631,5,2
2297,1863,1624,5,2
2298,1863,1624,5,2
2299,1863,1624,5,2
2300,1863,1624,5,2
2301,1863,1624,5,2
2302,1863,1624,5,2
2303,1863,1624,5,2
2304,1863,1624,5,2
2305,1863,1764,5,2
2306,1863,1764,5,2
2307,1863,1764,5,2
2308,1863,1764,5,2
2309,1863,1764,5,2
2310,1863,1764,5,2
2311,1863,1764,5,2
2312,1863,1764,5,2
2313,1863,1714,5,2
2314,1863,1714,5,2
2315,1863,1714,5,2
2316,1863,1714,5,2
2317,1863,1714,5,2
2318,1863,1714,5,2
2319,1863,1714,5,2
2320,1863,1714,5,2
2321,1967,1878,5,2
2322,1967,1878,5,2
2323,1967,1878,5,2
2324,1967,1878,5,2
2325,1967,1878,5,2
2326,1967,1878,5,2
2327,1967,1878,5,2
2328,1967,1878,5,2
2329,1967,1703,5,2
2330,1967,1703,5,2
2331,1967,1703,5,2
2332,1967,1703,5,2
2333,1967,1703,5,2
2334,1967,1703,5,2
2335,1967,1703,5,2
2336,1967,1703,5,2
2337,1967,1944,5,2
2338,1967,1944,5,2
2339,1967,1944,5,2
2340,1967,1944,5,2
2341,1967,1944,5,2
2342,1967,1944,5,2
2343,1967,1944,5,2
2344,1967,1944,5,2
2345,1967,1789,5,2
2346,1967,1789,5,2
2347,1967,1789,5,2
2348,1967,1789,5,2
2349,1967,1789,5,2
2350,1967,1789,5,2
2351,1967,1789,5,2
2352,1967,1789,5,2
2353,1967,1844,5,2
2354,1967,1844,5,2
2355,1967,1844,5,2
2356,1967,1844,5,2
2357,1967,1844,5,2
2358,1967,1844,5,2
2359,1967,1844,5,2
2360,1967,1844,5,2
2361,1858,1837,5,2
2362,1858,1837,5,2
2363,1858,1837,5,2
2364,1858,1837,5,2
2365,1858,1837,5,2
2366,1858,1837,5,2
2367,1858,1837,5,2
2368,1858,1837,5,2
2369,1858,1872,5,2
2370,1858,1872,5,2
2371,1858,1872,5,2
2372,1858,1872,5,2
2373,1858,1872,5,2
2374,1858,1872,5,2
2375,1858,1872,5,2
2376,1858,1872,5,2
2377,1858,1778,5,2
2378,1858,1778,5,2
2379,1858,1778,5,2
2380,1858,1778,5,2
2381,1858,1778,5,2
2382,1858,1778,5,2
2383,1858,1778,5,2
2384,1858,1778,5,2
2385,1858,1841,5,2
2386,1858,1841,5,2
